影片名称,评分,地区,类型,信息连接,图片连接
新世纪福音战士剧场版：Air/真心为你,9.4,日本,动作,https://movie.douban.com/subject/1308892/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2199653749.jpg
银魂完结篇：直到永远的万事屋,9.3,日本,动作,https://movie.douban.com/subject/11615927/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2258024316.jpg
七武士,9.2,日本,动作,https://movie.douban.com/subject/1295399/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p647099823.jpg
福音战士新剧场版：破,9.2,日本,动作,https://movie.douban.com/subject/2567646/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1026522114.jpg
新世纪福音战士剧场版：死与新生,9.2,日本,动作,https://movie.douban.com/subject/1455442/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2250120322.jpg
切腹,9.2,日本,动作,https://movie.douban.com/subject/1304920/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2151748293.jpg
攻壳机动队SAC 2nd GIG：个别的十一人,9.2,日本,动作,https://movie.douban.com/subject/2352020/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2497028401.jpg
新世纪福音战士剧场版：复兴,9.2,日本,动作,https://movie.douban.com/subject/20458867/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2227584460.jpg
福音战士新剧场版：序,9.1,日本,动作,https://movie.douban.com/subject/1968790/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453715063.jpg
银魂剧场版：新译红樱篇,9.1,日本,动作,https://movie.douban.com/subject/4122194/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p612363092.jpg
攻壳机动队SAC：笑面男,9.1,日本,动作,https://movie.douban.com/subject/2078804/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2207164758.jpg
天元突破剧场版：螺岩篇,9.1,日本,动作,https://movie.douban.com/subject/3727748/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p937216094.jpg
攻壳机动队2：无罪,9.0,日本,动作,https://movie.douban.com/subject/1291566/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453466108.jpg
空之境界 第七章 杀人考察（后）,9.0,日本,动作,https://movie.douban.com/subject/3399553/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2202703811.jpg
机动战士高达：逆袭的夏亚,9.0,日本,动作,https://movie.douban.com/subject/1401536/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p546980785.jpg
数码宝贝：滚球兽的诞生,9.0,日本,动作,https://movie.douban.com/subject/1303927/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2282582530.jpg
少女与战车 剧场版,9.0,日本,动作,https://movie.douban.com/subject/24460604/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2290872319.jpg
海贼王梅利篇：另一名同伴的故事,9.0,日本,动作,https://movie.douban.com/subject/25711544/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2107245311.jpg
乱莺,9.0,日本,动作,https://movie.douban.com/subject/26897405/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2461995492.jpg
盗梦空间,9.3,英国,动作,https://movie.douban.com/subject/3541415/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p513344864.jpg
神秘博士：时间冲撞,9.2,英国,动作,https://movie.douban.com/subject/4188543/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p523688466.jpg
两杆大烟枪,9.1,英国,动作,https://movie.douban.com/subject/1293350/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792443418.jpg
蝙蝠侠：黑暗骑士,9.0,英国,动作,https://movie.douban.com/subject/1851857/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p462657443.jpg
李小龙：勇士的旅程,9.0,英国,动作,https://movie.douban.com/subject/1305710/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2267330935.jpg
双X：这个游戏的名称,9.0,英国,动作,https://movie.douban.com/subject/1294819/,https://img3.doubanio.com/lpic/s3932346.jpg
怒海英雄：公爵夫人与恶魔,9.0,英国,动作,https://movie.douban.com/subject/1889695/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2278607774.jpg
这个杀手不太冷,9.4,法国,动作,https://movie.douban.com/subject/1295644/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p511118051.jpg
98世界杯之旅,9.0,法国,动作,https://movie.douban.com/subject/1998756/,https://img1.doubanio.com/lpic/s2159708.jpg
从海底出击,9.0,德国,动作,https://movie.douban.com/subject/1293909/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2088879323.jpg
黄金三镖客,9.1,意大利,动作,https://movie.douban.com/subject/1401118/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2101693489.jpg
黄金三镖客,9.1,西班牙,动作,https://movie.douban.com/subject/1401118/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2101693489.jpg
攀登梅鲁峰,9.1,印度,动作,https://movie.douban.com/subject/26276373/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2286660380.jpg
三十二,9.5,大陆,战争,https://movie.douban.com/subject/26236632/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2335693756.jpg
群英会,9.5,大陆,战争,https://movie.douban.com/subject/3069861/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2347569318.jpg
发现少校,9.3,大陆,战争,https://movie.douban.com/subject/4195641/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2191562413.jpg
鬼子来了,9.2,大陆,战争,https://movie.douban.com/subject/1291858/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1181775734.jpg
长征组歌,9.1,大陆,战争,https://movie.douban.com/subject/4917844/,https://img1.doubanio.com/lpic/s4418917.jpg
世纪战争,9.0,大陆,战争,https://movie.douban.com/subject/5940710/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2113783920.jpg
岁城璃心-鬼蜮咒原,9.0,大陆,战争,https://movie.douban.com/subject/26298852/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2243669803.jpg
辛德勒的名单,9.4,美国,战争,https://movie.douban.com/subject/1295124/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p492406163.jpg
绝对好奇：细胞战场,9.4,美国,战争,https://movie.douban.com/subject/25716052/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220149342.jpg
苦干——中国不可战胜的秘密,9.4,美国,战争,https://movie.douban.com/subject/5342771/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2237736686.jpg
乱世佳人,9.2,美国,战争,https://movie.douban.com/subject/1300267/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1963126880.jpg
你逃我也逃,9.2,美国,战争,https://movie.douban.com/subject/1303418/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1339915772.jpg
努巴之心,9.2,美国,战争,https://movie.douban.com/subject/27053684/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2460154820.jpg
蓝与灰,9.2,美国,战争,https://movie.douban.com/subject/1300008/,https://img3.doubanio.com/lpic/s2609825.jpg
指环王3：王者无敌,9.1,美国,战争,https://movie.douban.com/subject/1291552/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910825503.jpg
革命往事,9.1,美国,战争,https://movie.douban.com/subject/1301026/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2206010357.jpg
守望先锋：最后的堡垒,9.2,美国,战争,https://movie.douban.com/subject/26860014/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2501625602.jpg
光荣的日子,9.1,美国,战争,https://movie.douban.com/subject/3724036/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1112469352.jpg
指环王2：双塔奇兵,9.0,美国,战争,https://movie.douban.com/subject/1291572/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p909265336.jpg
钢琴家,9.0,美国,战争,https://movie.douban.com/subject/1296736/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792484461.jpg
将军号,9.0,美国,战争,https://movie.douban.com/subject/1292778/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2248676081.jpg
战地摄影师,9.0,美国,战争,https://movie.douban.com/subject/1305552/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1770602466.jpg
看不见的战争,9.0,美国,战争,https://movie.douban.com/subject/5423362/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2345583927.jpg
纽伦堡的审判,9.0,美国,战争,https://movie.douban.com/subject/1292589/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p922207281.jpg
巴格达急诊室,9.0,美国,战争,https://movie.douban.com/subject/1880897/,https://img1.doubanio.com/lpic/s2796288.jpg
二战传奇航母企业号,9.0,美国,战争,https://movie.douban.com/subject/5185474/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2263134694.jpg
冲天,9.2,台湾,战争,https://movie.douban.com/subject/26602234/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2279974285.jpg
孙立人三部曲,9.1,台湾,战争,https://movie.douban.com/subject/2995929/,https://img3.doubanio.com/lpic/s2982884.jpg
三十二,9.5,日本,战争,https://movie.douban.com/subject/26236632/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2335693756.jpg
七武士,9.2,日本,战争,https://movie.douban.com/subject/1295399/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p647099823.jpg
机动战士高达 THE ORIGIN III 破晓的起义,9.2,日本,战争,https://movie.douban.com/subject/26359261/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2325456546.jpg
银河英雄传说：我的征途是星辰大海,9.2,日本,战争,https://movie.douban.com/subject/3542206/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p486657453.jpg
机动战士高达THE ORIGIN V 激战 鲁姆战役篇,9.2,日本,战争,https://movie.douban.com/subject/26919026/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2495283318.jpg
卡里古拉,9.3,日本,战争,https://movie.douban.com/subject/26843144/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2369252025.jpg
人间的条件(第五、六部),9.1,日本,战争,https://movie.douban.com/subject/1441039/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2327866185.jpg
机动战士高达：逆袭的夏亚,9.0,日本,战争,https://movie.douban.com/subject/1401536/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p546980785.jpg
少女与战车 剧场版,9.0,日本,战争,https://movie.douban.com/subject/24460604/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2290872319.jpg
反叛的鲁路修特别篇：零之镇魂曲,9.0,日本,战争,https://movie.douban.com/subject/6514089/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2178971509.jpg
机动战士高达 THE ORIGIN IV 命运前夜,9.0,日本,战争,https://movie.douban.com/subject/26359260/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2409626594.jpg
三国志：长江的燃烧,9.0,日本,战争,https://movie.douban.com/subject/4176666/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2509584225.jpg
1987：黎明到来的那一天,9.5,韩国,战争,https://movie.douban.com/subject/26933690/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2504540131.jpg
从纳粹手中救出的孩子们,9.6,英国,战争,https://movie.douban.com/subject/26715377/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2323957637.jpg
法国小馆儿归来,9.6,英国,战争,https://movie.douban.com/subject/5194566/,https://img1.doubanio.com/lpic/s4493287.jpg
抢救切尔诺贝利,9.2,英国,战争,https://movie.douban.com/subject/3057368/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2257817213.jpg
怒海英雄：回报,9.2,英国,战争,https://movie.douban.com/subject/1889703/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2278610124.jpg
战马,9.1,英国,战争,https://movie.douban.com/subject/25768090/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2172204665.jpg
怒海英雄：忠诚,9.0,英国,战争,https://movie.douban.com/subject/1889706/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2325137626.jpg
怒海英雄：叛乱,9.0,英国,战争,https://movie.douban.com/subject/1889700/,https://img1.doubanio.com/lpic/s1832238.jpg
光荣的日子,9.1,英国,战争,https://movie.douban.com/subject/3724036/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1112469352.jpg
钢琴家,9.0,英国,战争,https://movie.douban.com/subject/1296736/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792484461.jpg
看不见的战争,9.0,英国,战争,https://movie.douban.com/subject/5423362/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2345583927.jpg
雀斑讲解战争艺术,9.0,英国,战争,https://movie.douban.com/subject/26391184/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2244366563.jpg
怒海英雄：火攻船,9.0,英国,战争,https://movie.douban.com/subject/1889694/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2278610371.jpg
怒海英雄：公爵夫人与恶魔,9.0,英国,战争,https://movie.douban.com/subject/1889695/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2278607774.jpg
抢救切尔诺贝利,9.2,法国,战争,https://movie.douban.com/subject/3057368/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2257817213.jpg
地下,9.1,法国,战争,https://movie.douban.com/subject/1292206/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1833776334.jpg
夜与雾,9.1,法国,战争,https://movie.douban.com/subject/1298270/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2392260238.jpg
光荣的日子,9.1,法国,战争,https://movie.douban.com/subject/3724036/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1112469352.jpg
钢琴家,9.0,法国,战争,https://movie.douban.com/subject/1296736/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792484461.jpg
沉静如海,9.0,法国,战争,https://movie.douban.com/subject/1769507/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2365157916.jpg
窃听风暴,9.1,德国,战争,https://movie.douban.com/subject/1900841/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1808872109.jpg
地下,9.1,德国,战争,https://movie.douban.com/subject/1292206/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1833776334.jpg
钢琴家,9.0,德国,战争,https://movie.douban.com/subject/1296736/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792484461.jpg
沉静如海,9.0,德国,战争,https://movie.douban.com/subject/1769507/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2365157916.jpg
从海底出击,9.0,德国,战争,https://movie.douban.com/subject/1293909/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2088879323.jpg
纽伦堡的审判,9.0,德国,战争,https://movie.douban.com/subject/1292589/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p922207281.jpg
美丽人生,9.5,意大利,战争,https://movie.douban.com/subject/1292063/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p510861873.jpg
革命往事,9.1,意大利,战争,https://movie.douban.com/subject/1301026/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2206010357.jpg
抢救切尔诺贝利,9.2,俄罗斯,战争,https://movie.douban.com/subject/3057368/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2257817213.jpg
战争与和平3：1812年,9.2,俄罗斯,战争,https://movie.douban.com/subject/1303079/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2511436818.jpg
战争与和平2：娜塔莎·罗斯托娃,9.1,俄罗斯,战争,https://movie.douban.com/subject/1303712/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2511436787.jpg
战争与和平4：皮埃尔·别祖霍夫,9.1,俄罗斯,战争,https://movie.douban.com/subject/1297822/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2511436826.jpg
伟大的爱国战争,9.1,俄罗斯,战争,https://movie.douban.com/subject/4101236/,https://img3.doubanio.com/lpic/s4113984.jpg
士兵之歌,9.0,俄罗斯,战争,https://movie.douban.com/subject/1295614/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p806332287.jpg
战争与和平,9.0,俄罗斯,战争,https://movie.douban.com/subject/1307067/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2074409805.jpg
战争与和平1：安德烈·博尔孔斯基,9.0,俄罗斯,战争,https://movie.douban.com/subject/1298257/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2511436741.jpg
